vert,x,y,z,X_up,X_down,y_up,y_down,z_up,z_down
106043,43,20,42,6,9,3,6,3,3
106044,44,20,42,9,9,2,6,10,6
106045,45,20,42,8,2,10,6,7,1
106046,46,20,42,2,8,7,5,10,5
106047,47,20,42,10,10,4,2,3,10
106048,48,20,42,6,7,3,4,3,6
106049,49,20,42,10,10,0,9,10,8
106050,0,21,42,1,7,8,9,5,2
106051,1,21,42,9,8,9,6,1,6
106052,2,21,42,9,10,2,2,3,2
106053,3,21,42,0,9,5,0,2,8
106054,4,21,42,1,0,5,4,5,9
106055,5,21,42,8,3,1,6,9,0
106056,6,21,42,7,1,5,6,4,8
106057,7,21,42,6,3,3,3,4,8
106058,8,21,42,6,3,4,9,0,0
106059,9,21,42,7,8,4,10,7,9
106060,10,21,42,6,7,2,0,3,1
106061,11,21,42,10,1,6,0,7,10
106062,12,21,42,5,8,3,9,7,2
106063,13,21,42,3,1,10,0,2,6
106064,14,21,42,3,6,5,3,0,8
106065,15,21,42,5,0,7,7,9,1
106066,16,21,42,6,6,7,10,9,2
106067,17,21,42,4,5,2,1,6,3
106068,18,21,42,3,7,6,3,9,4
106069,19,21,42,0,0,2,6,4,1
106070,20,21,42,3,1,4,3,7,9
106071,21,21,42,10,0,3,2,10,2
106072,22,21,42,0,10,10,8,4,0
106073,23,21,42,7,4,8,0,0,7
106074,24,21,42,4,6,7,1,7,5
106075,25,21,42,5,2,1,6,2,6
106076,26,21,42,8,7,4,6,7,5
106077,27,21,42,2,7,3,6,6,9
106078,28,21,42,3,1,3,4,6,0
106079,29,21,42,10,0,5,5,8,10
106080,30,21,42,7,1,5,6,10,9
106081,31,21,42,0,4,6,0,7,1
106082,32,21,42,3,8,2,7,6,2
106083,33,21,42,3,9,6,4,10,1
106084,34,21,42,6,7,9,6,7,9
106085,35,21,42,8,0,4,0,7,3
106086,36,21,42,10,5,7,1,8,6
106087,37,21,42,6,0,10,5,7,4
106088,38,21,42,2,7,4,5,9,5
106089,39,21,42,4,0,0,1,10,10
106090,40,21,42,0,0,10,2,2,9
106091,41,21,42,2,4,2,0,9,3
106092,42,21,42,6,5,2,0,6,8
106093,43,21,42,7,8,9,7,8,6
106094,44,21,42,6,3,0,6,2,2
106095,45,21,42,8,10,10,4,4,7
106096,46,21,42,10,0,1,4,1,7
106097,47,21,42,1,3,10,2,10,4
106098,48,21,42,4,10,7,3,3,1
106099,49,21,42,7,4,0,7,3,9
106100,0,22,42,1,9,10,5,8,5
106101,1,22,42,9,8,4,6,2,10
106102,2,22,42,6,7,6,4,6,2
106103,3,22,42,1,9,3,3,9,2
106104,4,22,42,6,3,7,10,7,4
106105,5,22,42,3,4,2,0,0,0
106106,6,22,42,9,0,10,9,6,0
106107,7,22,42,5,4,5,6,0,4
106108,8,22,42,2,4,4,3,4,6
106109,9,22,42,1,0,1,5,3,9
106110,10,22,42,1,5,9,0,6,0
106111,11,22,42,5,3,10,8,2,3
106112,12,22,42,10,5,4,5,0,9
106113,13,22,42,8,2,7,1,1,8
106114,14,22,42,7,2,2,4,6,6
106115,15,22,42,5,5,9,1,9,6
106116,16,22,42,2,1,3,8,8,4
106117,17,22,42,6,8,7,3,0,9
106118,18,22,42,0,8,7,3,2,3
106119,19,22,42,7,3,6,3,8,3
106120,20,22,42,3,0,10,6,4,7
106121,21,22,42,10,3,4,7,2,10
106122,22,22,42,0,7,5,6,7,1
106123,23,22,42,8,2,4,5,6,6
106124,24,22,42,4,0,5,2,3,10
106125,25,22,42,2,8,4,7,2,5
106126,26,22,42,0,0,2,9,4,1
106127,27,22,42,6,1,0,3,4,4
106128,28,22,42,1,2,2,10,3,8
106129,29,22,42,6,3,8,5,1,1
106130,30,22,42,4,10,0,3,0,8
106131,31,22,42,2,9,1,6,0,3
106132,32,22,42,4,3,0,10,0,0
106133,33,22,42,0,9,4,3,5,3
106134,34,22,42,3,10,6,9,0,10
106135,35,22,42,6,10,0,2,9,3
106136,36,22,42,5,7,7,1,0,8
106137,37,22,42,4,6,0,9,9,6
106138,38,22,42,4,2,2,6,3,6
106139,39,22,42,6,2,2,1,5,1
106140,40,22,42,0,1,4,5,0,3
106141,41,22,42,5,5,0,2,2,7
106142,42,22,42,4,7,1,1,7,8
106143,43,22,42,2,7,2,10,8,1
106144,44,22,42,1,8,4,6,0,3
106145,45,22,42,1,4,8,2,8,1
106146,46,22,42,4,10,6,6,4,1
106147,47,22,42,10,0,2,10,3,8
106148,48,22,42,1,6,9,4,9,0
106149,49,22,42,7,0,7,0,8,5
106150,0,23,42,0,7,3,0,1,0
106151,1,23,42,3,10,0,4,9,9
106152,2,23,42,2,9,9,9,7,0
106153,3,23,42,9,7,8,9,6,2
106154,4,23,42,10,6,2,9,6,2
106155,5,23,42,8,6,6,8,9,5
106156,6,23,42,2,7,0,7,5,6
106157,7,23,42,6,3,5,3,7,6
106158,8,23,42,3,6,1,8,8,10
106159,9,23,42,2,3,10,0,6,8
106160,10,23,42,0,7,3,3,10,7
106161,11,23,42,2,1,0,6,9,6
106162,12,23,42,0,3,7,5,9,8
106163,13,23,42,8,4,9,10,9,1
106164,14,23,42,5,2,3,7,4,7
106165,15,23,42,2,3,7,6,3,2
106166,16,23,42,7,6,10,6,2,5
106167,17,23,42,3,9,2,6,8,8
106168,18,23,42,8,0,6,9,3,7
106169,19,23,42,1,4,2,1,2,6
106170,20,23,42,5,6,3,9,4,9
106171,21,23,42,5,6,7,2,0,4
106172,22,23,42,1,8,4,6,1,1
106173,23,23,42,4,2,6,10,5,7
106174,24,23,42,8,6,7,5,3,8
106175,25,23,42,10,9,7,6,7,10
106176,26,23,42,2,10,0,7,5,2
106177,27,23,42,1,8,6,3,0,5
106178,28,23,42,9,6,1,9,7,4
106179,29,23,42,2,3,4,5,1,10
106180,30,23,42,1,4,4,2,7,1
106181,31,23,42,3,0,2,2,10,7
106182,32,23,42,2,7,1,10,5,6
106183,33,23,42,8,1,1,10,9,7
106184,34,23,42,10,0,8,10,6,0
106185,35,23,42,3,6,9,6,7,2
106186,36,23,42,0,0,4,3,4,9
106187,37,23,42,6,5,4,7,1,1
106188,38,23,42,9,1,1,10,7,7
106189,39,23,42,3,8,5,3,5,8
106190,40,23,42,0,8,9,2,10,10
106191,41,23,42,10,0,0,4,2,9
106192,42,23,42,3,3,0,7,3,4
106193,43,23,42,8,7,4,4,1,9
106194,44,23,42,3,10,5,10,1,2
106195,45,23,42,5,8,0,9,5,9
106196,46,23,42,8,5,7,9,10,1
106197,47,23,42,4,1,1,9,3,6
106198,48,23,42,3,5,10,7,10,9
106199,49,23,42,3,10,10,3,4,4
106200,0,24,42,2,5,3,1,9,8
106201,1,24,42,1,4,3,3,5,0
106202,2,24,42,1,0,9,4,0,7
106203,3,24,42,7,7,3,9,2,3
106204,4,24,42,3,4,8,0,3,1
106205,5,24,42,3,3,5,5,5,0
106206,6,24,42,1,5,0,6,5,5
106207,7,24,42,10,8,4,4,6,0
106208,8,24,42,8,2,4,8,8,7
106209,9,24,42,8,4,8,4,8,3
106210,10,24,42,10,0,10,2,9,7
106211,11,24,42,4,8,8,10,3,0
106212,12,24,42,9,7,9,4,8,6
106213,13,24,42,4,4,9,0,2,2
106214,14,24,42,0,9,9,6,3,1
106215,15,24,42,9,4,8,7,8,9
106216,16,24,42,0,7,4,1,10,0
106217,17,24,42,7,5,10,1,6,1
106218,18,24,42,1,7,2,2,8,4
106219,19,24,42,6,10,5,7,8,5
106220,20,24,42,6,0,0,5,0,4
106221,21,24,42,6,5,1,6,5,0
106222,22,24,42,7,5,7,1,4,10
106223,23,24,42,0,5,8,7,10,9
106224,24,24,42,10,8,10,3,1,1
106225,25,24,42,9,7,4,7,6,8
106226,26,24,42,4,9,4,4,8,6
106227,27,24,42,4,3,0,4,1,2
106228,28,24,42,10,5,8,5,5,0
106229,29,24,42,3,9,10,7,1,2
106230,30,24,42,2,2,5,0,4,2
106231,31,24,42,9,4,4,9,4,1
106232,32,24,42,1,7,7,7,7,0
106233,33,24,42,4,8,9,6,9,8
106234,34,24,42,1,6,5,10,10,6
106235,35,24,42,1,0,4,7,3,7
106236,36,24,42,10,5,9,2,5,10
106237,37,24,42,4,1,6,0,7,10
106238,38,24,42,5,5,3,2,0,7
106239,39,24,42,9,8,4,6,3,3
106240,40,24,42,0,8,1,6,1,10
106241,41,24,42,5,10,9,2,9,10
106242,42,24,42,5,7,0,6,7,0
106243,43,24,42,0,4,5,2,4,10
106244,44,24,42,10,5,4,0,8,8
106245,45,24,42,3,8,4,10,0,0
106246,46,24,42,10,4,6,7,8,7
106247,47,24,42,7,2,9,1,6,1
106248,48,24,42,4,6,10,1,6,2
106249,49,24,42,2,2,0,0,5,10
106250,0,25,42,0,1,2,5,0,4
106251,1,25,42,9,6,2,5,0,7
106252,2,25,42,9,10,6,3,1,9
106253,3,25,42,1,9,0,3,10,4
106254,4,25,42,9,10,6,5,9,1
106255,5,25,42,0,9,10,7,9,8
106256,6,25,42,1,6,0,8,3,3
106257,7,25,42,7,8,3,9,9,1
106258,8,25,42,2,8,1,4,8,9
106259,9,25,42,3,1,7,5,3,9
106260,10,25,42,9,5,0,9,3,10
106261,11,25,42,7,0,2,2,10,3
106262,12,25,42,2,0,7,9,2,9
106263,13,25,42,9,6,9,9,4,8
106264,14,25,42,5,9,7,1,4,3
106265,15,25,42,0,8,7,0,4,4
106266,16,25,42,7,0,2,8,1,7
106267,17,25,42,5,10,4,5,1,10
106268,18,25,42,7,7,4,9,0,3
106269,19,25,42,3,6,7,10,0,2
106270,20,25,42,4,6,3,9,6,5
106271,21,25,42,10,0,3,6,0,9
106272,22,25,42,3,4,0,5,2,1
106273,23,25,42,10,9,6,6,1,8
106274,24,25,42,0,9,2,10,0,5
106275,25,25,42,5,6,7,9,10,8
106276,26,25,42,6,8,5,9,0,7
106277,27,25,42,5,0,4,6,6,4
106278,28,25,42,6,5,3,10,2,6
106279,29,25,42,7,3,7,3,10,1
106280,30,25,42,6,4,2,6,1,8
106281,31,25,42,6,1,8,10,2,10
106282,32,25,42,0,2,3,1,3,10
106283,33,25,42,5,9,0,6,6,10
106284,34,25,42,0,1,6,8,1,7
106285,35,25,42,7,2,0,4,7,3
106286,36,25,42,1,4,2,3,0,6
106287,37,25,42,4,2,5,4,3,3
106288,38,25,42,6,5,9,9,4,3
106289,39,25,42,6,5,1,6,7,6
106290,40,25,42,10,4,8,4,6,4
106291,41,25,42,2,9,9,9,8,5
106292,42,25,42,6,9,9,7,8,3
106293,43,25,42,10,8,9,8,1,5
106294,44,25,42,1,9,6,7,8,8
106295,45,25,42,8,5,7,0,6,6
106296,46,25,42,8,0,8,7,7,2
106297,47,25,42,3,5,6,0,8,9
106298,48,25,42,6,3,9,8,8,10
106299,49,25,42,8,0,6,5,1,3
106300,0,26,42,10,1,2,2,4,5
106301,1,26,42,7,3,5,10,0,5
106302,2,26,42,5,6,6,7,5,4
106303,3,26,42,5,0,4,9,7,0
106304,4,26,42,2,8,2,8,1,8
106305,5,26,42,9,9,6,7,5,6
106306,6,26,42,0,1,8,4,1,4
106307,7,26,42,9,10,10,5,10,4
106308,8,26,42,1,3,5,3,8,1
106309,9,26,42,9,3,5,2,3,7
106310,10,26,42,9,0,0,2,8,5
106311,11,26,42,2,10,6,5,10,8
106312,12,26,42,8,5,1,9,4,5
106313,13,26,42,8,10,10,4,1,8
106314,14,26,42,5,9,0,3,9,0
106315,15,26,42,2,4,0,0,2,9
106316,16,26,42,9,2,7,3,8,5
106317,17,26,42,0,7,1,7,4,10
106318,18,26,42,1,6,2,9,5,8
106319,19,26,42,6,5,7,9,3,6
106320,20,26,42,3,3,6,6,4,9
106321,21,26,42,1,10,1,6,6,8
106322,22,26,42,0,7,5,7,2,5
106323,23,26,42,9,2,7,1,7,4
106324,24,26,42,7,1,6,9,3,1
106325,25,26,42,1,3,3,8,3,4
106326,26,26,42,2,0,5,6,5,6
106327,27,26,42,5,2,0,6,8,1
106328,28,26,42,6,0,2,8,2,10
106329,29,26,42,1,6,10,10,9,3
106330,30,26,42,8,3,6,0,4,5
106331,31,26,42,8,3,8,2,0,5
106332,32,26,42,4,6,4,0,5,2
106333,33,26,42,8,0,10,7,9,8
106334,34,26,42,6,4,1,10,6,7
106335,35,26,42,5,7,4,9,3,5
106336,36,26,42,7,6,6,7,9,3
106337,37,26,42,8,9,9,8,5,4
106338,38,26,42,5,5,6,2,4,7
106339,39,26,42,2,10,5,2,2,6
106340,40,26,42,5,1,5,9,5,4
106341,41,26,42,4,7,6,7,5,4
106342,42,26,42,1,1,7,4,10,2
106343,43,26,42,7,10,8,10,3,6
106344,44,26,42,4,0,10,6,5,8
106345,45,26,42,2,5,7,6,9,7
106346,46,26,42,7,3,9,8,2,9
106347,47,26,42,3,4,5,6,7,3
106348,48,26,42,5,8,4,4,10,7
106349,49,26,42,4,1,5,10,9,6
106350,0,27,42,4,6,10,10,4,7
106351,1,27,42,0,10,8,7,5,0
106352,2,27,42,5,2,7,4,5,10
106353,3,27,42,0,3,0,6,6,3
106354,4,27,42,2,2,10,8,4,3
106355,5,27,42,8,2,2,1,0,2
106356,6,27,42,5,9,4,9,6,6
106357,7,27,42,4,6,10,4,5,9
106358,8,27,42,7,8,2,2,2,3
106359,9,27,42,6,2,9,3,3,8
106360,10,27,42,0,6,0,6,6,2
106361,11,27,42,8,8,8,6,5,9
106362,12,27,42,8,9,3,8,10,10
106363,13,27,42,3,7,5,9,8,9
106364,14,27,42,7,0,9,6,4,4
106365,15,27,42,10,10,10,10,4,8
106366,16,27,42,2,4,7,3,4,2
106367,17,27,42,7,10,8,1,10,0
106368,18,27,42,2,2,0,0,1,2
106369,19,27,42,6,1,2,6,8,1
106370,20,27,42,8,3,5,10,5,4
106371,21,27,42,7,4,2,5,8,6
106372,22,27,42,2,10,6,0,4,2
106373,23,27,42,3,8,3,10,8,1
106374,24,27,42,2,2,6,2,8,5
106375,25,27,42,9,8,5,10,2,9
106376,26,27,42,7,6,2,5,1,3
106377,27,27,42,9,6,5,6,8,8
106378,28,27,42,7,3,3,3,6,0
106379,29,27,42,3,8,9,6,5,7
106380,30,27,42,0,0,6,5,3,2
106381,31,27,42,6,3,4,0,10,5
106382,32,27,42,3,5,10,0,4,3
106383,33,27,42,9,5,6,3,6,10
106384,34,27,42,10,2,0,2,5,8
106385,35,27,42,6,1,0,0,7,0
106386,36,27,42,8,6,9,3,7,5
106387,37,27,42,10,1,3,3,6,1
106388,38,27,42,1,6,2,2,6,4
106389,39,27,42,8,0,3,8,3,0
106390,40,27,42,9,8,8,1,0,5
106391,41,27,42,7,1,3,5,7,3
106392,42,27,42,8,7,7,1,8,5
106393,43,27,42,10,1,4,9,7,3
106394,44,27,42,6,0,9,0,1,9
106395,45,27,42,0,1,8,8,4,9
106396,46,27,42,4,5,4,5,6,2
106397,47,27,42,2,7,8,8,6,2
106398,48,27,42,5,7,0,3,1,4
106399,49,27,42,4,4,10,0,6,6
106400,0,28,42,9,9,10,3,0,9
106401,1,28,42,5,5,0,2,4,3
106402,2,28,42,8,3,4,10,8,2
106403,3,28,42,4,0,2,5,8,6
106404,4,28,42,3,4,4,9,1,2
106405,5,28,42,9,2,1,10,6,0
106406,6,28,42,10,1,5,6,7,2
106407,7,28,42,1,3,9,4,4,1
106408,8,28,42,5,3,9,2,0,9
106409,9,28,42,5,5,3,10,0,10
106410,10,28,42,9,3,1,2,9,3
106411,11,28,42,5,10,2,5,5,1
106412,12,28,42,3,5,1,9,6,3
106413,13,28,42,5,2,2,2,7,1
106414,14,28,42,6,10,10,10,9,3
106415,15,28,42,4,0,7,0,8,0
106416,16,28,42,0,9,0,9,2,4
106417,17,28,42,9,5,10,7,3,7
106418,18,28,42,3,3,8,2,10,5
106419,19,28,42,8,2,0,2,9,10
106420,20,28,42,1,1,8,2,10,2
106421,21,28,42,4,3,6,0,2,10
106422,22,28,42,7,7,10,9,7,0
106423,23,28,42,3,0,4,1,8,5
106424,24,28,42,2,4,6,6,10,10
106425,25,28,42,2,6,8,0,5,6
106426,26,28,42,7,0,7,2,7,0
106427,27,28,42,0,1,6,10,0,3
106428,28,28,42,10,3,3,10,7,7
106429,29,28,42,2,7,5,2,7,3
106430,30,28,42,2,9,6,9,2,10
106431,31,28,42,6,4,4,1,4,8
106432,32,28,42,7,8,9,3,2,4
106433,33,28,42,0,2,6,9,6,10
106434,34,28,42,4,7,5,0,7,2
106435,35,28,42,1,6,4,5,10,7
106436,36,28,42,2,8,2,2,5,0
106437,37,28,42,5,10,6,5,7,0
106438,38,28,42,9,2,10,1,1,2
106439,39,28,42,8,9,7,1,0,7
106440,40,28,42,5,3,4,8,2,3
106441,41,28,42,6,6,7,3,8,8
106442,42,28,42,4,8,7,2,8,3
106443,43,28,42,3,1,8,8,6,4
106444,44,28,42,5,2,6,4,5,4
106445,45,28,42,10,6,7,0,7,0
106446,46,28,42,4,2,3,3,3,4
106447,47,28,42,9,2,6,6,8,0
106448,48,28,42,6,6,1,6,2,2
106449,49,28,42,10,1,3,5,7,9
106450,0,29,42,2,3,6,9,2,8
106451,1,29,42,4,4,9,3,4,3
106452,2,29,42,1,7,4,3,0,6
106453,3,29,42,8,8,3,1,0,4
106454,4,29,42,9,10,6,5,10,3
106455,5,29,42,6,8,9,10,5,0
106456,6,29,42,10,0,7,6,9,0
106457,7,29,42,10,6,1,4,0,8
106458,8,29,42,9,5,1,10,9,4
106459,9,29,42,3,9,9,8,10,1
106460,10,29,42,0,10,4,1,8,9
106461,11,29,42,7,1,9,3,9,6
106462,12,29,42,2,9,5,1,2,6
106463,13,29,42,1,4,7,9,0,0
106464,14,29,42,2,2,7,1,5,9
106465,15,29,42,2,10,10,9,1,10
106466,16,29,42,7,4,1,7,5,7
106467,17,29,42,3,5,7,10,4,0
106468,18,29,42,3,7,2,2,4,8
106469,19,29,42,2,9,2,0,3,9
106470,20,29,42,3,6,6,1,0,3
106471,21,29,42,2,0,6,4,0,4
106472,22,29,42,8,2,5,1,4,4
106473,23,29,42,3,2,5,0,3,8
106474,24,29,42,4,10,6,10,10,8
106475,25,29,42,7,2,3,7,3,3
106476,26,29,42,6,1,3,2,8,3
106477,27,29,42,5,3,10,7,5,2
106478,28,29,42,6,5,9,0,4,7
106479,29,29,42,9,8,4,2,10,7
106480,30,29,42,0,4,9,1,2,4
106481,31,29,42,6,3,9,0,1,6
106482,32,29,42,2,4,3,7,0,4
106483,33,29,42,1,8,4,1,9,8
106484,34,29,42,4,7,5,6,0,9
106485,35,29,42,7,1,4,10,0,6
106486,36,29,42,4,3,8,3,6,2
106487,37,29,42,0,1,4,2,2,8
106488,38,29,42,1,3,6,8,3,5
106489,39,29,42,0,1,3,0,0,8
106490,40,29,42,6,9,5,4,9,6
106491,41,29,42,5,0,7,1,8,1
106492,42,29,42,7,4,0,6,8,3
106493,43,29,42,2,2,3,4,3,2
106494,44,29,42,8,6,2,10,4,2
106495,45,29,42,4,5,7,7,8,7
106496,46,29,42,5,3,0,2,9,8
106497,47,29,42,6,5,2,4,6,4
106498,48,29,42,7,4,5,7,3,4
106499,49,29,42,1,3,2,4,5,4
106500,0,30,42,5,4,5,7,1,10
106501,1,30,42,5,2,0,0,3,8
106502,2,30,42,1,2,1,8,9,4
106503,3,30,42,9,5,4,9,3,8
106504,4,30,42,4,5,4,5,7,0
106505,5,30,42,3,3,0,0,8,9
106506,6,30,42,2,4,9,4,10,10
106507,7,30,42,2,9,1,3,5,4
106508,8,30,42,2,2,4,4,2,0
106509,9,30,42,5,3,10,3,0,7
106510,10,30,42,8,7,3,3,0,6
106511,11,30,42,4,0,9,8,9,8
106512,12,30,42,4,9,2,5,0,2
106513,13,30,42,9,1,6,7,9,10
106514,14,30,42,9,8,5,3,9,7
106515,15,30,42,3,5,8,7,9,5
106516,16,30,42,9,4,5,2,3,2
106517,17,30,42,2,9,7,1,8,7
106518,18,30,42,7,6,2,2,8,7
106519,19,30,42,0,10,10,6,10,1
106520,20,30,42,2,8,1,4,2,8
106521,21,30,42,9,8,9,8,3,10
106522,22,30,42,7,4,1,5,3,4
106523,23,30,42,5,1,10,1,9,2
106524,24,30,42,7,1,8,1,5,0
106525,25,30,42,4,4,0,2,7,5
106526,26,30,42,1,5,7,4,7,0
106527,27,30,42,5,5,7,8,2,6
106528,28,30,42,8,6,7,6,1,8
106529,29,30,42,5,8,5,9,10,2
106530,30,30,42,7,8,4,9,1,8
106531,31,30,42,8,0,5,4,3,1
106532,32,30,42,10,9,1,3,7,4
106533,33,30,42,1,0,10,2,0,4
106534,34,30,42,0,4,4,1,9,10
106535,35,30,42,6,0,6,10,0,6
106536,36,30,42,2,1,5,5,0,1
106537,37,30,42,0,1,6,9,4,6
106538,38,30,42,5,7,10,0,10,2
106539,39,30,42,5,10,2,3,6,4
106540,40,30,42,7,8,9,7,1,5
106541,41,30,42,10,5,7,9,10,6
106542,42,30,42,4,1,5,0,4,4
106543,43,30,42,3,8,9,4,5,3
106544,44,30,42,1,1,10,0,8,6
106545,45,30,42,8,3,7,7,6,8
106546,46,30,42,10,8,4,3,9,6
106547,47,30,42,8,8,8,10,5,8
106548,48,30,42,9,8,8,9,1,7
106549,49,30,42,0,3,1,2,2,3
106550,0,31,42,1,8,3,5,5,0
106551,1,31,42,5,2,10,9,1,2
106552,2,31,42,1,4,7,2,10,4
106553,3,31,42,5,7,8,0,6,7
106554,4,31,42,10,9,1,3,5,5
106555,5,31,42,5,5,9,10,3,6
106556,6,31,42,6,1,0,3,4,7
106557,7,31,42,0,7,8,7,8,5
106558,8,31,42,8,7,8,7,4,10
106559,9,31,42,7,2,2,7,8,5
106560,10,31,42,5,6,8,6,6,10
106561,11,31,42,1,8,4,1,6,1
106562,12,31,42,10,10,8,1,9,5
106563,13,31,42,1,1,3,0,8,8
106564,14,31,42,3,1,9,5,7,7
106565,15,31,42,3,3,6,8,5,5
106566,16,31,42,4,0,6,1,5,10
106567,17,31,42,3,0,3,10,9,5
106568,18,31,42,6,2,5,1,9,8
106569,19,31,42,7,7,5,9,4,6
106570,20,31,42,6,5,4,9,2,2
106571,21,31,42,9,3,10,0,2,7
106572,22,31,42,2,5,8,8,5,10
106573,23,31,42,4,4,9,9,10,5
106574,24,31,42,10,0,2,10,10,3
106575,25,31,42,0,7,7,0,2,6
106576,26,31,42,1,2,3,7,10,1
106577,27,31,42,9,3,4,2,4,7
106578,28,31,42,4,4,5,7,7,10
106579,29,31,42,2,8,1,1,2,6
106580,30,31,42,8,2,3,3,8,6
106581,31,31,42,8,5,6,0,7,8
106582,32,31,42,1,8,1,2,3,1
106583,33,31,42,8,3,6,7,2,6
106584,34,31,42,8,8,8,3,7,8
106585,35,31,42,3,7,3,4,2,3
106586,36,31,42,2,8,10,0,10,10
106587,37,31,42,3,0,9,10,5,6
106588,38,31,42,1,6,0,2,8,9
106589,39,31,42,0,5,7,8,1,8
106590,40,31,42,1,10,3,2,10,0
106591,41,31,42,4,9,0,0,1,9
106592,42,31,42,6,1,0,8,2,1
106593,43,31,42,7,3,8,8,7,5
106594,44,31,42,0,8,2,10,4,8
106595,45,31,42,7,10,3,7,9,6
106596,46,31,42,8,8,4,4,5,10
106597,47,31,42,2,8,10,6,6,5
106598,48,31,42,3,5,9,6,0,8
106599,49,31,42,6,1,4,8,0,4
106600,0,32,42,0,10,0,7,4,8
106601,1,32,42,10,4,5,4,10,0
106602,2,32,42,6,4,10,10,10,9
106603,3,32,42,2,3,6,10,10,0
106604,4,32,42,10,3,9,5,7,5
106605,5,32,42,3,6,0,7,7,0
106606,6,32,42,6,6,6,1,10,3
106607,7,32,42,4,9,9,7,1,10
106608,8,32,42,7,5,7,7,1,10
106609,9,32,42,9,9,6,2,5,7
106610,10,32,42,7,0,2,6,1,9
106611,11,32,42,4,6,3,0,1,2
106612,12,32,42,8,7,4,2,7,3
106613,13,32,42,6,6,2,5,5,6
106614,14,32,42,3,5,3,5,9,3
106615,15,32,42,0,3,9,4,3,5
106616,16,32,42,8,2,3,4,9,7
106617,17,32,42,10,10,2,9,4,1
106618,18,32,42,3,10,9,7,1,9
106619,19,32,42,2,0,5,7,0,10
106620,20,32,42,9,1,2,6,1,3
106621,21,32,42,2,7,4,2,8,7
106622,22,32,42,10,5,2,3,0,2
106623,23,32,42,0,3,2,6,7,4
106624,24,32,42,3,7,1,7,3,6
106625,25,32,42,2,7,2,4,6,5
106626,26,32,42,9,10,3,10,3,3
106627,27,32,42,0,5,5,1,9,9
106628,28,32,42,0,2,1,9,10,8
106629,29,32,42,8,4,3,1,0,5
106630,30,32,42,0,4,3,1,7,8
106631,31,32,42,6,10,2,5,6,6
106632,32,32,42,6,1,8,0,6,5
106633,33,32,42,7,6,4,5,1,6
106634,34,32,42,7,7,4,0,9,6
106635,35,32,42,8,2,4,5,1,4
106636,36,32,42,6,4,6,10,1,9
106637,37,32,42,0,5,8,5,3,3
106638,38,32,42,5,8,8,9,10,8
106639,39,32,42,10,0,9,0,6,0
106640,40,32,42,1,1,9,6,6,7
106641,41,32,42,1,8,1,10,8,10
106642,42,32,42,0,0,8,0,7,0
106643,43,32,42,8,3,4,9,9,4
106644,44,32,42,2,0,9,7,0,3
106645,45,32,42,2,4,10,1,8,6
106646,46,32,42,4,5,8,9,2,7
106647,47,32,42,9,9,4,10,3,9
106648,48,32,42,0,6,2,1,2,2
106649,49,32,42,5,4,10,5,2,4
106650,0,33,42,3,5,0,3,9,8
106651,1,33,42,8,6,1,4,1,3
106652,2,33,42,4,8,7,3,1,9
106653,3,33,42,5,8,1,9,0,7
106654,4,33,42,0,4,1,6,4,2
106655,5,33,42,10,10,10,1,0,0
106656,6,33,42,1,8,4,3,6,0
106657,7,33,42,8,6,3,5,6,8
106658,8,33,42,3,8,8,6,5,1
106659,9,33,42,8,9,10,0,6,6
106660,10,33,42,3,10,10,2,3,4
106661,11,33,42,4,1,4,2,5,1
106662,12,33,42,9,9,0,8,10,10
106663,13,33,42,10,4,5,2,10,3
106664,14,33,42,10,9,2,9,4,0
106665,15,33,42,0,1,3,2,1,5
106666,16,33,42,5,9,6,5,6,8
106667,17,33,42,0,2,0,8,4,3
106668,18,33,42,3,0,5,0,10,1
106669,19,33,42,5,0,8,1,0,5
106670,20,33,42,1,10,1,1,7,2
106671,21,33,42,10,1,1,6,1,5
106672,22,33,42,1,7,8,6,8,10
106673,23,33,42,0,1,5,6,8,2
106674,24,33,42,7,1,4,7,3,1
106675,25,33,42,4,5,1,9,6,8
106676,26,33,42,9,4,1,10,8,8
106677,27,33,42,10,5,5,4,4,3
106678,28,33,42,7,10,10,9,1,2
106679,29,33,42,5,3,2,4,0,2
106680,30,33,42,1,8,4,2,7,8
106681,31,33,42,10,7,2,2,9,2
106682,32,33,42,0,3,7,7,6,8
106683,33,33,42,2,10,5,3,8,4
106684,34,33,42,3,8,10,1,0,2
106685,35,33,42,3,3,4,5,8,5
106686,36,33,42,2,2,7,1,3,4
106687,37,33,42,3,7,8,3,6,2
106688,38,33,42,2,3,4,9,7,2
106689,39,33,42,1,2,8,8,6,0
106690,40,33,42,8,1,2,8,9,6
106691,41,33,42,1,0,5,0,9,5
106692,42,33,42,2,5,2,10,1,8
106693,43,33,42,4,2,3,1,6,10
106694,44,33,42,2,1,10,1,2,3
106695,45,33,42,4,8,6,9,0,2
106696,46,33,42,9,7,0,2,10,8
106697,47,33,42,2,5,7,5,6,2
106698,48,33,42,0,3,2,2,2,0
106699,49,33,42,4,1,4,2,1,0
106700,0,34,42,1,3,8,5,1,7
106701,1,34,42,1,5,3,0,7,1
106702,2,34,42,6,6,7,8,0,0
106703,3,34,42,8,9,10,9,8,5
106704,4,34,42,6,0,1,1,9,3
106705,5,34,42,4,10,2,5,8,1
106706,6,34,42,8,8,4,0,0,3
106707,7,34,42,5,8,10,10,8,5
